Date Added,ICCID,Device ID,Cycle to Date Usage (MB),In Session,Modem ID,MSISDN,Customer,End Consumer ID,Usage Limit Reached,IMSI,SIM Status,Activated,Operator Account ID,Migrated SIM,Device Type,EID,SIM Profile ID
10/15/2024 11:09 AM GST,8997112212776217840,,0,No,,971831008534176,,,No,424024014187704,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217837,,0,No,,971831008630086,,,No,424024014187701,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217839,,0,No,,971831008542103,,,No,424024014187703,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217834,,0,No,,971831008611533,,,No,424024014187698,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217836,,0,No,,971831008629908,,,No,424024014187700,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217835,,0,No,,971831008672860,,,No,424024014187699,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217831,,0,No,,971831008553342,,,No,424024014187695,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217832,,0,No,,971831008629828,,,No,424024014187696,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217833,,0,No,,971831008500091,,,No,424024014187697,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217828,,0,No,,971831008646033,,,No,424024014187692,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217829,,0,No,,971831008672926,,,No,424024014187693,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217827,,0,No,,971831008641749,,,No,424024014187691,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217830,,0,No,,971831008620505,,,No,424024014187694,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217826,,0,No,,971831008569789,,,No,424024014187690,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217825,,0,No,,971565165164,,,No,424024014187689,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217824,,0,No,,971831008573421,,,No,424024014187688,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217823,,0,No,,971831008505421,,,No,424024014187687,Test Ready,,770257074 ,No,,,ETI M2M SIM
